tract,no_vehicle,no_vehicle_universe,no_vehicle_pct,sup_dist,csa,spa,ESRI_OID,Shape__Area,Shape__Length
06037302302,241,1842,13.1,District 5,City of Glendale,SPA 2 - San Fernando,8487,6883613.49121094,11786.805560622
06037302401,166,2810,5.9,District 5,City of Glendale,SPA 2 - San Fernando,8488,14602025.8896484,17870.3745272634
06037302503,292,1477,19.8,District 5,City of Glendale,SPA 2 - San Fernando,8489,3510769.62988281,9965.30780666436
06037302504,252,1364,18.5,District 5,City of Glendale,SPA 2 - San Fernando,8490,4054922.61621094,11446.0050478373
06037302505,225,1309,17.2,District 5,City of Glendale,SPA 2 - San Fernando,8491,5957601.31542969,15531.7866861749
06037302506,171,1143,15,District 5,City of Glendale,SPA 2 - San Fernando,8492,9636277.0546875,14878.5232086619
06037310100,108,1908,5.7,District 5,City of Burbank,SPA 2 - San Fernando,8493,140962898.149414,57067.5175768941
06037310201,133,2009,6.6,District 5,City of Burbank,SPA 2 - San Fernando,8494,11796359.6455078,13936.7123058791
06037310202,125,1871,6.7,District 5,City of Burbank,SPA 2 - San Fernando,8495,9770842.13867188,13449.1188257886
06037310300,22,1128,2,District 5,City of Burbank,SPA 2 - San Fernando,8496,11360593.5976562,18596.2648489513
06037310400,38,1276,3,District 5,City of Burbank,SPA 2 - San Fernando,8497,15082475.8935547,20217.8077723928
06037310501,165,1583,10.4,District 5,City of Burbank,SPA 2 - San Fernando,8498,20963422.0195312,24827.4281253609
06037310601,197,2483,7.9,District 5,City of Burbank,SPA 2 - San Fernando,8499,11177502.2304688,18706.7448512586
06037310602,57,1176,4.8,District 5,City of Burbank,SPA 2 - San Fernando,8500,9484828.12304688,13309.7387165418
06037310701,352,1185,29.7,District 5,City of Burbank,SPA 2 - San Fernando,8501,5677341.24121094,11300.7086183265
06037310703,231,2000,11.6,District 5,City of Burbank,SPA 2 - San Fernando,8502,10636926.6044922,16037.112811069
06037310704,502,2307,21.8,District 5,City of Burbank,SPA 2 - San Fernando,8503,5333001.32714844,9704.47974949453
06037310705,480,1353,35.5,District 5,City of Burbank,SPA 2 - San Fernando,8504,5979763.36425781,10127.2578142789
06037310800,193,2232,8.6,District 5,City of Burbank,SPA 2 - San Fernando,8505,23099262.6640625,23535.0076711311
06037310900,24,2376,1,District 5,City of Burbank,SPA 2 - San Fernando,8506,23368248.2529297,21420.280985747
06037311000,86,1466,5.9,District 5,City of Burbank,SPA 2 - San Fernando,8507,14246451.7666016,15607.497390962
06037311100,45,1467,3.1,District 5,City of Burbank,SPA 2 - San Fernando,8508,18355393.4912109,18011.4663037698
06037311200,17,1279,1.3,District 5,City of Burbank,SPA 2 - San Fernando,8509,10652167.7236328,13819.9564973053
06037311300,80,1640,4.9,District 5,City of Burbank,SPA 2 - San Fernando,8510,13153921.1738281,14547.1227615854
06037311400,65,978,6.6,District 5,City of Burbank,SPA 2 - San Fernando,8511,10104705.7548828,15208.4597136691
06037311500,43,2326,1.8,District 5,City of Burbank,SPA 2 - San Fernando,8512,16117973.7861328,16059.7989774366
06037311601,27,964,2.8,District 5,City of Burbank,SPA 2 - San Fernando,8513,18452308.2822266,18330.4649310809
06037311602,284,2430,11.7,District 5,City of Burbank,SPA 2 - San Fernando,8514,12179364.984375,16988.6222478866
06037311700,43,2744,1.6,District 5,City of Burbank,SPA 2 - San Fernando,8515,25268821.6845703,20833.7930535928
06037311801,62,1330,4.7,District 5,City of Burbank,SPA 2 - San Fernando,8516,6630448.2265625,11856.3349851441
06037311802,74,1555,4.8,District 5,City of Burbank,SPA 2 - San Fernando,8517,8840830.95898438,12277.8858160277
06037320101,19,941,2,District 3,City of San Fernando,SPA 2 - San Fernando,8518,7238442.625,10705.3070143915
06037320102,26,923,2.8,District 3,City of San Fernando,SPA 2 - San Fernando,8519,13134937.1503906,16192.774638967
06037320201,108,1011,10.7,District 3,City of San Fernando,SPA 2 - San Fernando,8520,9919370.21679688,16377.3077128145
06037320202,40,1423,2.8,District 3,City of San Fernando,SPA 2 - San Fernando,8521,17403343.1357422,18454.8492363618
06037320300,189,1940,9.7,District 3,City of San Fernando,SPA 2 - San Fernando,8522,18311304.6943359,18133.0380599582
06037400205,11,843,1.3,District 5,City of Claremont,SPA 3 - San Gabriel,8523,257269945.388672,83970.9139965685
06037400206,13,1802,0.7,District 5,City of Claremont,SPA 3 - San Gabriel,8524,36012647.4296875,31630.957041375
06037400207,0,1540,0,District 5,City of La Verne,SPA 3 - San Gabriel,8525,53926703.7041016,54737.7613468857
06037400208,5,509,1,District 5,City of La Verne,SPA 3 - San Gabriel,8526,8927767.32617188,13629.6612043546
06037400209,33,1678,2,District 5,City of La Verne,SPA 3 - San Gabriel,8527,73713619.6806641,40033.743857603
06037400304,22,2944,0.7,District 5,City of San Dimas,SPA 3 - San Gabriel,8528,34275675.2490234,32601.8256249165
06037400402,13,1315,1,District 5,City of Glendora,SPA 3 - San Gabriel,8529,46905463.6113281,39761.2298875452
06037400403,56,1384,4,District 5,City of San Dimas,SPA 3 - San Gabriel,8530,141579543.541992,57452.2670807595
06037400404,0,1338,0,District 5,City of Glendora,SPA 3 - San Gabriel,8531,174187213.78125,69528.9859384333
06037400501,23,656,3.5,District 5,City of Glendora,SPA 3 - San Gabriel,8532,126474664.727539,53849.2656211697
06037400602,3,1461,0.2,District 1,City of Azusa,SPA 3 - San Gabriel,8533,16399655.4257812,21216.4629217306
06037400603,61,1931,3.2,District 1,City of Azusa,SPA 3 - San Gabriel,8534,98796139.9169922,63990.885751272
06037400605,82,2479,3.3,District 1,City of Azusa,SPA 3 - San Gabriel,8535,53741797.8027344,36422.7247616781
06037400801,59,1937,3,District 5,City of Glendora,SPA 3 - San Gabriel,8536,38549539.0742188,26429.4017017546
06037401001,18,959,1.9,District 5,City of Glendora,SPA 3 - San Gabriel,8537,15614639.7597656,15801.7314621639
06037401002,52,1578,3.3,District 5,City of Glendora,SPA 3 - San Gabriel,8538,15796677.2001953,15899.940598564
06037401101,21,1862,1.1,District 5,City of Glendora,SPA 3 - San Gabriel,8539,32252018.5673828,24742.7749882093
06037401102,101,1340,7.5,District 5,City of Glendora,SPA 3 - San Gabriel,8540,13990094.4306641,15706.1663197364
06037401201,0,1055,0,District 5,City of Glendora,SPA 3 - San Gabriel,8541,25203725.1865234,23432.1169749374
06037401202,17,1331,1.3,District 5,City of Glendora,SPA 3 - San Gabriel,8542,34313906.0683594,25872.4591936502
06037401203,88,1533,5.7,District 5,City of Glendora,SPA 3 - San Gabriel,8543,20569307.9716797,18831.2983482583
06037401303,60,810,7.4,District 5,City of San Dimas,SPA 3 - San Gabriel,8544,62135563.8662109,41210.1444011659
06037401304,37,1812,2,District 5,City of San Dimas,SPA 3 - San Gabriel,8545,106496020.912109,67410.0209161409
06037401311,174,2518,6.9,District 5,City of San Dimas,SPA 3 - San Gabriel,8546,46100076.3867188,31360.479804116
06037401312,139,1844,7.5,District 5,City of San Dimas,SPA 3 - San Gabriel,8547,30386408.3427734,24195.2250880634
06037401500,27,1886,1.4,District 1,City of La Verne,SPA 3 - San Gabriel,8548,50922073.7333984,45255.8819378833
06037401601,222,2333,9.5,District 5,City of La Verne,SPA 3 - San Gabriel,8549,27887783.1669922,28929.6064217943
06037401602,175,2123,8.2,District 5,City of La Verne,SPA 3 - San Gabriel,8550,21834475.1787109,18976.6437225215
06037401705,11,951,1.2,District 5,City of Claremont,SPA 3 - San Gabriel,8551,17315583.3769531,21552.5551536853
06037401706,255,1710,14.9,District 1,City of Pomona,SPA 3 - San Gabriel,8552,13313677.5800781,18816.574040439
06037401707,281,2772,10.1,District 1,City of Pomona,SPA 3 - San Gabriel,8553,22827240.3066406,24435.5416186666
06037401801,102,1591,6.4,District 5,City of Claremont,SPA 3 - San Gabriel,8554,38314920.0205078,25332.7962296796
06037401802,21,1350,1.6,District 5,City of Claremont,SPA 3 - San Gabriel,8555,26326798.8603516,20507.6819781139
06037401901,17,94,18.1,District 5,City of Claremont,SPA 3 - San Gabriel,8556,18501398.7841797,18352.0142835905
06037401902,366,2837,12.9,District 5,City of Claremont,SPA 3 - San Gabriel,8557,28658505.5654297,24752.4156662001
06037402001,114,1420,8,District 5,City of Claremont,SPA 3 - San Gabriel,8558,15719655.8828125,18508.053129808
06037402002,164,1566,10.5,District 5,City of Claremont,SPA 3 - San Gabriel,8559,17796846.78125,17628.0211258988
06037402101,16,1114,1.4,District 1,City of Pomona,SPA 3 - San Gabriel,8560,12898882.0810547,17651.9553539808
06037402102,0,1348,0,District 1,City of Pomona,SPA 3 - San Gabriel,8561,24758097.9736328,20813.0467451038
06037402200,82,2149,3.8,District 1,City of Pomona,SPA 3 - San Gabriel,8562,68339407.1376953,45424.8588727276
06037402301,103,1404,7.3,District 1,City of Pomona,SPA 3 - San Gabriel,8563,14469730.0654297,16679.6358799652
06037402303,44,1018,4.3,District 1,City of Pomona,SPA 3 - San Gabriel,8564,9997929.02929688,13504.3388410004
06037402304,102,1043,9.8,District 1,City of Pomona,SPA 3 - San Gabriel,8565,7510602.43847656,14803.9605663693
06037402403,22,1125,2,District 1,City of Pomona,SPA 3 - San Gabriel,8566,21958282.4160156,31657.2525264617
06037402404,0,4,0,District 1,Unincorporated - Pomona,SPA 3 - San Gabriel,8567,44195676.0869141,35663.1858825648
06037402405,7,576,1.2,District 1,City of Pomona,SPA 3 - San Gabriel,8568,10899580.9394531,17359.6353238893
06037402406,47,1297,3.6,District 1,City of Pomona,SPA 3 - San Gabriel,8569,12578590.3876953,14323.5797517437
06037402501,226,1348,16.8,District 1,City of Pomona,SPA 3 - San Gabriel,8570,11216841.3671875,15458.759709707
06037402503,48,1118,4.3,District 1,City of Pomona,SPA 3 - San Gabriel,8571,9438048.98242188,12811.7088439903
06037402504,95,803,11.8,District 1,City of Pomona,SPA 3 - San Gabriel,8572,6460042.31054688,10587.2689591656
06037402601,30,726,4.1,District 1,City of Pomona,SPA 3 - San Gabriel,8573,11117136.6425781,17688.9368373233
06037402602,194,1910,10.2,District 1,City of Pomona,SPA 3 - San Gabriel,8574,13517328.390625,15292.9034374583
06037402702,158,1429,11.1,District 1,City of Pomona,SPA 3 - San Gabriel,8575,16103320.3193359,18394.9437720466
06037402703,63,1257,5,District 1,City of Pomona,SPA 3 - San Gabriel,8576,11462214.8271484,18753.8937115838
06037402705,17,883,1.9,District 1,City of Pomona,SPA 3 - San Gabriel,8577,9314329.82519531,12971.271031193
06037402706,86,974,8.8,District 1,City of Pomona,SPA 3 - San Gabriel,8578,11470814.4716797,13790.5215066862
06037402801,97,1076,9,District 1,City of Pomona,SPA 3 - San Gabriel,8579,19570734.1650391,22076.2877562266
06037402803,13,757,1.7,District 1,City of Pomona,SPA 3 - San Gabriel,8580,6782161.09667969,10582.1390051238
06037402804,14,983,1.4,District 1,City of Pomona,SPA 3 - San Gabriel,8581,14173729.0966797,16157.1580972157
06037402902,154,1780,8.7,District 1,City of Pomona,SPA 3 - San Gabriel,8582,19841932.1738281,20582.3830242294
06037402903,95,999,9.5,District 1,City of Pomona,SPA 3 - San Gabriel,8583,17098139.4443359,16949.880438606
06037402904,15,900,1.7,District 1,City of Pomona,SPA 3 - San Gabriel,8584,20545177.4394531,20768.1525402469
06037403000,164,1587,10.3,District 1,City of Pomona,SPA 3 - San Gabriel,8585,25935118.1005859,25674.6541635692
06037403305,7,705,1,District 1,City of Diamond Bar,SPA 3 - San Gabriel,8586,15852928.9345703,16169.6051387204
06037403316,120,2654,4.5,District 1,City of Diamond Bar,SPA 3 - San Gabriel,8587,31227870.4306641,28407.3514121099
06037403317,51,1706,3,District 1,City of Pomona,SPA 3 - San Gabriel,8588,45249838.1494141,38495.6475436566
06037403318,70,2141,3.3,District 1,City of Pomona,SPA 3 - San Gabriel,8589,36313472.5625,30162.6617900318
06037403319,17,1641,1,District 1,City of Diamond Bar,SPA 3 - San Gabriel,8590,23949384.9863281,19902.260464735
06037403320,6,1710,0.4,District 1,City of Diamond Bar,SPA 3 - San Gabriel,8591,42268290.5175781,28539.8300731752
06037403321,150,1776,8.4,District 1,City of Diamond Bar,SPA 3 - San Gabriel,8592,68491573.2255859,40641.0739226034
06037403323,19,1779,1.1,District 1,City of Diamond Bar,SPA 3 - San Gabriel,8593,33794601.7744141,26854.3391626017
06037403324,0,2138,0,District 1,City of Diamond Bar,SPA 3 - San Gabriel,8594,85652892.2089844,45729.9764312072
06037403325,65,1605,4,District 1,Unincorporated - Rowland Heights,SPA 3 - San Gabriel,8595,184120306.144531,82994.0611182868
06037403326,24,690,3.5,District 1,City of Diamond Bar,SPA 3 - San Gabriel,8596,20893976.2001953,27695.6394669892
06037403327,20,845,2.4,District 1,City of Industry,SPA 3 - San Gabriel,8597,95594101.1523438,58739.2326598686
06037403328,31,1711,1.8,District 1,City of Diamond Bar,SPA 3 - San Gabriel,8598,30156996.1640625,30930.7010192517
06037403401,95,1421,6.7,District 1,City of Walnut,SPA 3 - San Gabriel,8599,24291577.8173828,31329.9465959848
06037403402,27,992,2.7,District 1,City of Walnut,SPA 3 - San Gabriel,8600,18571800.9755859,17426.7844860501
06037403403,17,1629,1,District 1,City of Walnut,SPA 3 - San Gabriel,8601,42248763.2255859,42482.9612413717
06037403404,27,642,4.2,District 1,City of Walnut,SPA 3 - San Gabriel,8602,25501443.0351562,24508.9409081604
06037403407,9,656,1.4,District 1,City of Walnut,SPA 3 - San Gabriel,8603,50545933.3857422,36577.1983960605
06037403408,64,1939,3.3,District 1,City of Walnut,SPA 3 - San Gabriel,8604,34523037.8583984,25578.8277277132
06037403409,48,1255,3.8,District 1,City of Walnut,SPA 3 - San Gabriel,8605,50692519.3896484,37923.9196674504
06037403500,124,546,22.7,District 1,Unincorporated - Covina,SPA 3 - San Gabriel,8606,52900904.6894531,37011.7206648875
06037403601,20,2152,0.9,District 1,City of Covina,SPA 3 - San Gabriel,8607,52804692.1142578,37368.847428351
06037403702,58,1297,4.5,District 1,City of Covina,SPA 3 - San Gabriel,8608,18411294.7958984,18679.9308836384
06037403703,41,1510,2.7,District 5,City of San Dimas,SPA 3 - San Gabriel,8609,23344441.3515625,22187.8967088395
06037403721,84,1808,4.6,District 1,City of Covina,SPA 3 - San Gabriel,8610,20400845.7539062,20593.0904728214
06037403722,53,1633,3.2,District 1,City of Covina,SPA 3 - San Gabriel,8611,19439753.5732422,18579.5405989707
06037403801,62,2110,2.9,District 5,Unincorporated - Covina (Charter Oak),SPA 3 - San Gabriel,8612,20296824.078125,21430.1634787097
06037403802,85,2107,4,District 5,Unincorporated - Covina (Charter Oak),SPA 3 - San Gabriel,8613,13957913.5546875,15924.8506746077
06037403901,10,860,1.2,District 5,City of Glendora,SPA 3 - San Gabriel,8614,13577493.9433594,16931.3409127041
06037403902,59,1490,4,District 5,City of Glendora,SPA 3 - San Gabriel,8615,22760108.8515625,18615.3924778608
06037404000,114,1380,8.3,District 1,Unincorporated - Azusa,SPA 3 - San Gabriel,8616,14226603.9101562,16068.9152871131
06037404100,58,1475,3.9,District 1,Unincorporated - Azusa,SPA 3 - San Gabriel,8617,14636993.5263672,16139.9370667974
06037404201,160,1062,15.1,District 1,City of Azusa,SPA 3 - San Gabriel,8618,9956456.54199219,13460.7938209712
06037404203,42,912,4.6,District 1,Unincorporated - Azusa,SPA 3 - San Gabriel,8619,6947296.41113281,10555.7668801651
06037404301,139,1582,8.8,District 1,City of Azusa,SPA 3 - San Gabriel,8620,11991064.203125,13912.436241307
06037404302,10,643,1.6,District 1,City of Azusa,SPA 3 - San Gabriel,8621,6618697.20996094,10268.0123877982
06037404401,85,1103,7.7,District 1,City of Azusa,SPA 3 - San Gabriel,8622,15575096.4677734,19965.3374077114
06037404402,24,1207,2,District 1,City of Azusa,SPA 3 - San Gabriel,8623,36232074.2998047,27947.1718509264
06037404501,14,758,1.8,District 1,City of Azusa,SPA 3 - San Gabriel,8624,8564304.77832031,13739.6430517023
06037404503,50,853,5.9,District 1,City of Azusa,SPA 3 - San Gabriel,8625,7056612.65917969,10647.9170160353
06037404504,289,1443,20,District 1,City of Azusa,SPA 3 - San Gabriel,8626,7107181.99609375,10608.756661102
06037404600,23,423,5.4,District 1,City of Irwindale,SPA 3 - San Gabriel,8627,267656399.978516,128183.169741764
06037404701,63,1388,4.5,District 1,City of Baldwin Park,SPA 3 - San Gabriel,8628,18209431.3974609,18131.4639588734
06037404702,67,1394,4.8,District 1,City of Baldwin Park,SPA 3 - San Gabriel,8629,12499953.1044922,16182.227866812
06037404703,39,719,5.4,District 1,City of Baldwin Park,SPA 3 - San Gabriel,8630,14092403.3496094,23492.7752354973
06037404804,6,1069,0.6,District 1,City of Baldwin Park,SPA 3 - San Gabriel,8631,10191726.2832031,13759.9948601937
06037404805,101,762,13.3,District 1,City of Baldwin Park,SPA 3 - San Gabriel,8632,4861665.609375,8754.57721521579
06037404806,79,1517,5.2,District 1,City of Baldwin Park,SPA 3 - San Gabriel,8633,16506072.0644531,18910.7763431315
06037404901,7,1311,0.5,District 1,City of Baldwin Park,SPA 3 - San Gabriel,8634,12261346.625,14494.8011783904
06037404902,36,864,4.2,District 1,City of Baldwin Park,SPA 3 - San Gabriel,8635,7467003.61816406,11500.0556341762
06037404903,7,639,1.1,District 1,City of Baldwin Park,SPA 3 - San Gabriel,8636,5973562.21875,10489.3723113898
06037405001,5,1388,0.4,District 1,City of Baldwin Park,SPA 3 - San Gabriel,8637,18308765.0888672,19200.3391239939
06037405002,9,751,1.2,District 1,City of Baldwin Park,SPA 3 - San Gabriel,8638,9499941.08398438,12525.3776339666
06037405101,42,1285,3.3,District 1,City of Baldwin Park,SPA 3 - San Gabriel,8639,12048533.3691406,14746.6182766115
06037405102,232,1474,15.7,District 1,City of Baldwin Park,SPA 3 - San Gabriel,8640,10230304.5361328,15430.3768621683
06037405201,33,1484,2.2,District 1,City of Baldwin Park,SPA 3 - San Gabriel,8641,14562064.8261719,17731.3135854069
06037405202,98,1110,8.8,District 1,City of Baldwin Park,SPA 3 - San Gabriel,8642,10257609.0322266,13372.3464723319
06037405203,12,724,1.7,District 1,City of Baldwin Park,SPA 3 - San Gabriel,8643,7682965.53710938,13607.0670063959
06037405301,121,945,12.8,District 1,City of West Covina,SPA 3 - San Gabriel,8644,8901118.33007812,19148.1538177085
06037405302,52,1597,3.3,District 1,City of West Covina,SPA 3 - San Gabriel,8645,19352429.7822266,21880.9560068147
06037405400,39,1248,3.1,District 1,Unincorporated - Covina,SPA 3 - San Gabriel,8646,14249791.4189453,20318.2009687467
06037405500,54,1791,3,District 1,City of West Covina,SPA 3 - San Gabriel,8647,20070042.9091797,20060.0038680219
06037405600,202,1727,11.7,District 1,City of West Covina,SPA 3 - San Gabriel,8648,22900755.5986328,23550.1941105889
06037405701,34,1048,3.2,District 1,Unincorporated - Covina,SPA 3 - San Gabriel,8649,11004308.1523438,14380.3511215672
06037405702,20,1476,1.4,District 1,City of Covina,SPA 3 - San Gabriel,8650,14814916.9960938,16435.0153467508
06037405800,11,1650,0.7,District 1,City of Covina,SPA 3 - San Gabriel,8651,20434025.3251953,20932.9660875291
06037405900,75,1270,5.9,District 1,City of Covina,SPA 3 - San Gabriel,8652,14218395.2392578,15922.8458546754
06037406000,68,1537,4.4,District 1,City of Covina,SPA 3 - San Gabriel,8653,20536047.9287109,26184.2889448281
06037406101,26,1212,2.1,District 1,City of Covina,SPA 3 - San Gabriel,8654,14936056.640625,17571.6430591242
06037406103,110,2715,4.1,District 1,City of Covina,SPA 3 - San Gabriel,8655,23750734.0498047,23873.6939274369
06037406201,125,1289,9.7,District 1,City of West Covina,SPA 3 - San Gabriel,8656,8581586.1484375,15669.7469303816
06037406300,65,1937,3.4,District 1,City of West Covina,SPA 3 - San Gabriel,8657,57981527.6367188,34015.2030590421
06037406413,132,2106,6.3,District 1,City of West Covina,SPA 3 - San Gabriel,8658,34177560.2353516,27657.3479643083
06037406500,44,2072,2.1,District 1,City of West Covina,SPA 3 - San Gabriel,8659,22005239.1816406,20242.9818003138
06037406601,148,1539,9.6,District 1,City of West Covina,SPA 3 - San Gabriel,8660,21186357.7158203,18623.5776561725
06037406602,100,1262,7.9,District 1,City of West Covina,SPA 3 - San Gabriel,8661,17123035.5869141,18516.2897791342
06037406701,18,912,2,District 1,City of West Covina,SPA 3 - San Gabriel,8662,10148195.4404297,13554.2565107864
06037406702,123,2168,5.7,District 1,City of West Covina,SPA 3 - San Gabriel,8663,30469700.0214844,24007.9510942646
06037406801,59,1291,4.6,District 1,City of West Covina,SPA 3 - San Gabriel,8664,18663501.1083984,23849.5445507411
06037406903,181,2129,8.5,District 1,Unincorporated - Bassett,SPA 3 - San Gabriel,8665,21082529.9121094,19519.8125324157
06037407001,27,1246,2.2,District 1,Unincorporated - Bassett,SPA 3 - San Gabriel,8666,10738739.59375,14062.2338659622
06037407002,54,717,7.5,District 1,City of Industry,SPA 3 - San Gabriel,8667,34111705.1416016,25658.3521687309
06037407101,103,1081,9.5,District 1,City of La Puente,SPA 3 - San Gabriel,8668,12251102.1982422,15224.6001983138
06037407102,49,1273,3.8,District 1,City of La Puente,SPA 3 - San Gabriel,8669,9930178.4921875,14539.6168599121
06037407201,66,805,8.2,District 1,City of La Puente,SPA 3 - San Gabriel,8670,6955646.68261719,11309.0233683549
06037407202,32,732,4.4,District 1,City of La Puente,SPA 3 - San Gabriel,8671,8682556.02539062,13374.5142338323
06037407301,103,917,11.2,District 1,Unincorporated - West Puente Valley,SPA 3 - San Gabriel,8672,10633047.6083984,15254.5786465491
06037407302,103,784,13.1,District 1,Unincorporated - West Puente Valley,SPA 3 - San Gabriel,8673,8679660.53613281,12141.7395707559
06037407400,8,510,1.6,District 1,City of West Covina,SPA 3 - San Gabriel,8674,6534892.61328125,10297.4292539804
06037407501,13,958,1.4,District 1,Unincorporated - Valinda,SPA 3 - San Gabriel,8675,12165499.5224609,16937.9585891017
06037407502,0,837,0,District 1,Unincorporated - Valinda,SPA 3 - San Gabriel,8676,11081593.4189453,15717.263474017
06037407601,12,1077,1.1,District 1,City of La Puente,SPA 3 - San Gabriel,8677,8434235.2109375,11670.3326582709
06037407602,35,1026,3.4,District 1,City of La Puente,SPA 3 - San Gabriel,8678,9948071.74121094,13193.0828272284
06037407701,20,1081,1.9,District 1,City of La Puente,SPA 3 - San Gabriel,8679,12402985.5810547,15424.4691950991
06037407702,38,1721,2.2,District 1,City of La Puente,SPA 3 - San Gabriel,8680,21579956.1210938,22626.2732530434
06037407801,32,1066,3,District 1,Unincorporated - Valinda,SPA 3 - San Gabriel,8681,11508847.8261719,13102.5333704688
06037407802,27,741,3.6,District 1,City of Industry,SPA 3 - San Gabriel,8682,33598565.5673828,30414.8078532877
06037407901,35,887,3.9,District 1,Unincorporated - Valinda,SPA 3 - San Gabriel,8683,11102395.9619141,14077.8126403019
06037407902,38,519,7.3,District 1,City of West Covina,SPA 3 - San Gabriel,8684,5075594.79492188,9633.17854030043
06037408003,6,1234,0.5,District 1,City of West Covina,SPA 3 - San Gabriel,8685,14617723.3291016,16432.8877700267
06037408004,39,857,4.6,District 1,City of West Covina,SPA 3 - San Gabriel,8686,6762442.37402344,11757.1282687504
06037408005,42,1739,2.4,District 1,City of West Covina,SPA 3 - San Gabriel,8687,39705386.8642578,26695.9841366722
06037408006,87,1066,8.2,District 1,City of West Covina,SPA 3 - San Gabriel,8688,35671275.7607422,25331.5075352901
06037408133,75,1731,4.3,District 1,City of West Covina,SPA 3 - San Gabriel,8689,11451613.4208984,17531.2403531023
06037408134,30,860,3.5,District 1,City of West Covina,SPA 3 - San Gabriel,8690,9391676.95507812,12118.1658311092
06037408135,67,1369,4.9,District 1,City of West Covina,SPA 3 - San Gabriel,8691,12112464.0771484,17385.4776262749
06037408136,41,1011,4.1,District 1,City of West Covina,SPA 3 - San Gabriel,8692,10811237.0097656,16953.0620035282
06037408137,17,1420,1.2,District 1,City of West Covina,SPA 3 - San Gabriel,8693,9039334.9375,14124.3775220183
06037408138,19,1246,1.5,District 1,Unincorporated - San Jose Hills,SPA 3 - San Gabriel,8694,9710533.65136719,16122.8322205486
06037408139,13,843,1.5,District 1,Unincorporated - San Jose Hills,SPA 3 - San Gabriel,8695,8478988.30566406,13014.629646343
06037408140,35,793,4.4,District 1,Unincorporated - San Jose Hills,SPA 3 - San Gabriel,8696,9852174.77734375,13150.9719483575
06037408141,38,1010,3.8,District 1,Unincorporated - San Jose Hills,SPA 3 - San Gabriel,8697,11978519.3193359,17054.0305220855
06037408212,64,1379,4.6,District 1,Unincorporated - Rowland Heights,SPA 3 - San Gabriel,8698,30721179.5205078,22583.0571980264
06037408213,76,1792,4.2,District 1,Unincorporated - Rowland Heights,SPA 3 - San Gabriel,8699,16529677.1513672,20672.7134163532
06037408301,17,1505,1.1,District 1,Unincorporated - Avocado Heights,SPA 3 - San Gabriel,8700,29130110.0947266,30399.5591654467
06037408302,31,1022,3,District 1,Unincorporated - North Whittier,SPA 3 - San Gabriel,8701,36734534.7548828,31927.5963435863
06037408303,11,1278,0.9,District 1,Unincorporated - North Whittier,SPA 3 - San Gabriel,8702,20941704.2900391,27335.3179494031
06037408401,120,1227,9.8,District 1,Unincorporated - Hacienda Heights,SPA 3 - San Gabriel,8703,12356910.4560547,16970.1247253797
06037408402,43,1932,2.2,District 1,Unincorporated - Hacienda Heights,SPA 3 - San Gabriel,8704,124530839.466797,59661.7702419508
06037408503,28,1991,1.4,District 1,Unincorporated - Hacienda Heights,SPA 3 - San Gabriel,8705,45276197.3564453,37524.2875320267
06037408504,30,1446,2.1,District 1,Unincorporated - Hacienda Heights,SPA 3 - San Gabriel,8706,15275206.9912109,18573.2695997526
06037408505,34,719,4.7,District 1,Unincorporated - Hacienda Heights,SPA 3 - San Gabriel,8707,21638099.5830078,21531.9678191171
06037408623,32,990,3.2,District 1,Unincorporated - Hacienda Heights,SPA 3 - San Gabriel,8708,10382928.0751953,13507.1082384547
06037408624,75,1047,7.2,District 1,Unincorporated - Hacienda Heights,SPA 3 - San Gabriel,8709,15031500.3007812,18032.4168635015
06037408625,39,1296,3,District 1,Unincorporated - Hacienda Heights,SPA 3 - San Gabriel,8710,22934940.3085938,20313.1673345702
06037408626,17,1407,1.2,District 1,Unincorporated - Rowland Heights,SPA 3 - San Gabriel,8711,26743582.3652344,25473.8920204515
06037408627,31,865,3.6,District 1,Unincorporated - Rowland Heights,SPA 3 - San Gabriel,8712,33702222.2392578,31416.2515936054
06037408628,178,1889,9.4,District 1,Unincorporated - Hacienda Heights,SPA 3 - San Gabriel,8713,25303591.2099609,26148.3540167478
06037408629,6,948,0.6,District 1,Unincorporated - Hacienda Heights,SPA 3 - San Gabriel,8714,18973272.3115234,19444.0521939413
06037408631,107,1443,7.4,District 1,Unincorporated - Hacienda Heights,SPA 3 - San Gabriel,8715,15959625.1757812,16563.0152352564
06037408703,9,1786,0.5,District 1,Unincorporated - Rowland Heights,SPA 3 - San Gabriel,8716,183419538.914062,69529.0786562912
06037408705,67,1848,3.6,District 1,Unincorporated - Rowland Heights,SPA 3 - San Gabriel,8717,20534367.2050781,19007.9512194822
06037408707,0,2192,0,District 1,Unincorporated - Rowland Heights,SPA 3 - San Gabriel,8718,53625311.9765625,38180.3664352394
06037408722,11,1274,0.9,District 1,Unincorporated - Rowland Heights,SPA 3 - San Gabriel,8719,22936442.0751953,21349.2868682947
06037408724,84,1601,5.2,District 1,Unincorporated - Rowland Heights,SPA 3 - San Gabriel,8720,5964600.64648438,9881.14990352112
06037408725,170,1941,8.8,District 1,Unincorporated - Rowland Heights,SPA 3 - San Gabriel,8721,20856279.1806641,25546.1217729083
06037408800,234,1817,12.9,District 1,City of Pomona,SPA 3 - San Gabriel,8722,19151068.9462891,19795.8376173771
